title,author,info_type,post_agency,nation,article_date,link_url,domain,subject,text
"
                    Group of European countries aim to decarbonize their electricity system by 2035",,T0,荷兰经济事务和气候政策部,荷兰,2023-12-18,https://www.government.nl/ministries/ministry-of-economic-affairs/news/2023/12/18/group-of-european-countries-aim-to-decarbonize-their-electricity-system-by-2035,F0,AG0,"Today, Austria, Belgium, France, Germany, Luxemburg, The Netherlands and Switzerland announce a joint ambition to decarbonize ..."
"
                    COP28: Netherlands, Germany, France, Spain, Finland, the federal government of Belgium and Austria propose framework to prevent greenwashing and restore integrity in voluntary carbon markets",,T0,荷兰经济事务和气候政策部,荷兰,2023-12-10,https://www.government.nl/ministries/ministry-of-economic-affairs/news/2023/12/10/cop28-netherlands-germany-france-spain-finland-belgium-and-austria-propose-framework-to-prevent-greenwashing-and-restore-integrity-in-voluntary-carbon-markets,F0,AG0,Effective and trustworthy voluntary carbon markets can play a role in supporting faster and more ambitious climate action. They ...
S. Korea Expands the Scope of Its ODA Project to Benefit 50 or More Countries and Develops 10 or More Partnership Models,,T0,韩国农业部门,韩国,2025-03-11,https://www.mafra.go.kr/bbs/english/25/573521/artclView.do,F0,AG0,
"Korean Agricultural Inputs and Machinery Find Opportunities to Enter Vietnam, Thailand, and China through ﻿International Trade Fairs",,T0,韩国农业部门,韩国,2025-03-11,https://www.mafra.go.kr/bbs/english/25/573520/artclView.do,F0,AG0,
The First Meeting of the APEC 2025 Policy Partnership on Food Security Discussed Cooperation for Food Security ,,T0,韩国农业部门,韩国,2025-03-06,https://www.mafra.go.kr/bbs/english/25/573475/artclView.do,F0,AG0,
The Current Status of the Progress in the Implementation of the Strategic Plan for Responding to Declining Rural Areas and the Future Plan,,T0,韩国农业部门,韩国,2025-02-28,https://www.mafra.go.kr/bbs/english/25/573423/artclView.do,F0,AG0,
S. Korea’s First Master Plan for Promotion of the Growth of the Smart-Farming Industry for the Years 2025–2029,,T0,韩国农业部门,韩国,2025-02-27,https://www.mafra.go.kr/bbs/english/25/573412/artclView.do,F0,AG0,
"S. Korea Donates a Record 150,000 Tonnes of Rice to 17 Countries in Africa, Asia, the Middle East, and Latin America and the Caribbean",,T0,韩国农业部门,韩国,2025-02-19,https://www.mafra.go.kr/bbs/english/25/573334/artclView.do,F0,AG0,
"Unoccupied and Derelict Houses Are Reborn into Spaces for Living, Business, and Culture",,T0,韩国农业部门,韩国,2025-02-19,https://www.mafra.go.kr/bbs/english/25/573325/artclView.do,F0,AG0,
"The 2025 Work Plan for the Ministry of Agriculture, Food and Rural Affairs",,T0,韩国农业部门,韩国,2025-02-14,https://www.mafra.go.kr/bbs/english/25/573301/artclView.do,F0,AG0,
S. Korea Continues to Expand the Project for Demolition and Improvement of Rural Spaces,,T0,韩国农业部门,韩国,2025-02-05,https://www.mafra.go.kr/bbs/english/25/573186/artclView.do,F0,AG0,
S. Korea Adds Impetus to the Export of Smart Farms to the Middle East  ,,T0,韩国农业部门,韩国,2025-01-21,https://www.mafra.go.kr/bbs/english/25/573038/artclView.do,F0,AG0,
Supporting healthy aquaculture in Lake Victoria,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/03/14/supporting-healthy-aquaculture-in-lake-victoria.html,F0,AG0,An international team of multidisciplinary experts has come together to sustainably support the booming fish farming ind...
Meet the workplace vibers powered by AI,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/03/13/meet-the-workplace-vibers-powered-by-ai.html,F0,AG0,"Vibers can perform understanding without achieving it, using AI to simulate expertise across domains they haven’t master..."
Entwined dwarf stars reveal their location due to unusual radio signals,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/03/13/entwined-dwarf-stars-reveals-their-location-thanks-to-repeated-radio-bursts.html,F0,AG0,Researchers now know it isn’t just neutron stars that emit such pulses.
35 disciplines in the global top 50 in QS Subject Rankings,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/03/13/35-disciplines-in-the-global-top-50-in-qs-subject-rankings.html,F0,AG0,First in Australia in nine disciplines. Five subjects in top 20 and 52 in top 100.
"Raising the Bar 2025: one night, 20 free talks at venues across Sydney",,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/03/10/raising-the-bar-2025.html,F0,AG0,Keen to inject some knowledge into your night out? Pull up a chair at a local pub and let experts quench your thirst for...
Palawan State of the Marine Environment Report: hidden challenges in paradise,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/03/07/palawan-philippines-marine-environment-report-2024.html,F0,AG0,"A University of Sydney team led the report, which addresses threats to Palawan marine life and community."
Chau Chak Wing Museum returns human remains to Papua New Guinea,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/03/04/chau-chak-wing-museum-returns-human-remains-to-papua-new-guinea.html,F0,AG0,Historic return comes 150 years after crania were taken from Madang province.
World-first experimental cancer treatment paves way for clinical trial,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/28/world-first-experimental-cancer-treatment-paves-way-for-clinical.html,F0,AG0,Experimental treatment for glioblastoma published in Nature Medicine
Mitch Gibbs receives Academy of Science award for Aboriginal and Torres Strait Islander scientists ,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/26/mitch-gibbs-receives-academy-of-science-award-for-aboriginal-and-torres-strait-islanders.html,F0,AG0,Blending Traditional Knowledge and Western science to care for Country.
Professor Robert Park recognised as national 'problem solver' by Universities Australia,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/26/robert-park-shaping-australia-awards-2024-universities-australia.html,F0,AG0,Cereal fungus research saves farmers billions of dollars a year worldwide.
University of Sydney researchers awarded over $45 million in NHMRC Investigator Grants,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/26/sydney-researchers-awarded-over-45-million-in-nhmrc-investigator.html,F0,AG0,Twenty-four high-performing researchers have been granted a total of $45.6 million in 2025 NHMRC Investigator Grants fun...
Should YouTube be exempt from the social media ban?,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/19/should-youtube-be-exempt-from-social-media-ban.html,F0,AG0,"YouTube hosts a lot of garbage, but experts argue the government is right to let kids keep watching it."
How a curious polymer could prevent blood clotting in medical implants,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/19/how-a-curious-polymer-could-prevent-blood-clotting-in-medical-im.html,F0,AG0,University of Sydney researchers are developing a surface coating that could stop blood clotting in medical devices like...
"While you sleep, these insects are on the night shift to keep our environment healthy",,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/17/insects-night-shift-healthy-environment-tanya-latty.html,F0,AG0,"Our six legged friends play essential roles in ecosystems, providing services such as pollination, waste decomposition a..."
Snow family's $50m partnership to transform glaucoma treatment,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/17/snow-familys-50m-partnership-to-transform-glaucoma-treatment.html,F0,AG0,The Snow Vision Accelerator at the University of Sydney is Australia's largest single philanthropic investment in vision...
Is this the new 5:2 diet?,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/13/is-this-the-new-5-2-diet-.html,F0,AG0,Researchers recommend eating more plant-based meals to boost longevity
"Discrimination can arise from individual, random differences",,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/13/discrimination-can-arise-from-individual-random-differences.html,F0,AG0,New findings have implications for how we understand and address discrimination
What is the impact of tariffs on Australian industry?,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/12/steel-and-aluminium-tariffs-what-is-the-impact-on-australian-ind.html,F0,AG0,"US president Donald Trump says there will be ""no exemptions"" to his 25 percent tariffs on steel and aluminium imports. U..."
OpenAI’s new ‘deep research’ agent is still just a fallible tool – not a human-level expert,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/12/openai-deep-research-agent-a-fallible-tool.html,F0,AG0,"For knowledge workers, it’s more important than ever to invest in skills that AI can’t replicate."
Cannabis reform: reaping more than you can sow,,T0,悉尼大学,澳大利亚,2025-03-14,https://www.sydney.edu.au/content/corporate/news-opinion/news/2025/02/06/cannabis-reform-act-canberra-reaping-more-than-you-sow.html,F0,AG0,Snapshot of homegrowers shows ACT cannabis law reform is positive despite grey areas.
Breaking boundaries in trans mental health			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2024-11-13,https://researchimpact.uwa.edu.au/research-impact-stories/breaking-boundaries-in-trans-mental-health/,F0,AG0,Risks in mental health can be influenced by gender and age and can shape a person’s experience when accessing health care services. 
Recharging Perth’s water supply			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2024-10-17,https://researchimpact.uwa.edu.au/research-impact-stories/recharging-perths-water-supply/,F0,AG0,"Water is a precious commodity in Western Australia and whilst desalination is important, groundwater continues to be a critical resource for Perth city. "
Helping kids breathe easy in hospital			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2024-05-24,https://researchimpact.uwa.edu.au/research-impact-stories/helping-kids-breathe-easy-in-hospital/,F0,AG0,"Paediatric anaesthesia is high-risk and research is needed to ensure that care is evidence-based and safe. Additionally, undergoing surgery can be daunting, especially for children. Improving the experience for patients helps to ensure the best possible outcomes for every child."
Unveiling the power of AI			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2023-12-13,https://researchimpact.uwa.edu.au/research-impact-stories/unveiling-the-power-of-ai/,F0,AG0,"Artificial intelligence (AI) is embedded in our daily lives. When we use social media, or our smartphones, our self-driving vehicles rely on them, in healthcare, and even when we use a search engine, we’re using the power of AI. All these technologies have made our lives easier and are constantly evolving."
Aboriginal English: It’s all in the yarning			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2022-06-07,https://researchimpact.uwa.edu.au/research-impact-stories/its-all-in-the-yarning/,F0,AG0,Australian Aboriginal English is an indigenised variety of English that is spoken by approximately 80% of First Nations people in Australia. It is the first and only language for many Aboriginal children and is often incorrectly described as ‘broken English’.
Trust your honey			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2022-02-28,https://researchimpact.uwa.edu.au/research-impact-stories/trust-your-honey/,F0,AG0,"Australian honey is one of the few honeys still collected from native bushland and forests and is considered some of the purest in the world. Additionally, due to our strict biosecurity measures, it is also free from most honeybee diseases negating the use of husbandry chemicals and antibiotics. Honey is claimed to be the third most adulterated food product, through the addition of syrups, and so it is important for producers, exporters and consumers, to have confidence in the quality of Australian honey bee products."
Fairness in the future of work			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2021-10-05,https://researchimpact.uwa.edu.au/research-impact-stories/fairness-in-the-future-of-work/,F0,AG0,"Emerging changes in technology, climate change, and the economy have placed pressure on the nature of work and on employment relations. UWA researcher Dr Caleb Goods and his team have increased social awareness of the conditions faced by gig economy workers and work with leading bodies to push for an equitable change. His research in the mining and manufacturing sectors aim to help workers and communities, the government, and industry fairly transition to a more sustainable future of work."
Managing Blackleg in Canola			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2021-06-24,https://researchimpact.uwa.edu.au/research-impact-stories/managing-blackleg-in-canola/,F0,AG0,"Blackleg is a real problem for canola growers, realising an average of 10% yield loss per year. Led by Professor Jacqueline Batley, the UWA Batley Lab team, have developed an accurate screening platform to help Australian breeding companies identify resistance genes. They are also finding novel and sustainable sources of resistance genes; resulting in enhanced productivity, profit, stable yields for breeding companies, and a reduction in the need for farmers to apply fungicide on their crops."
Help for Kelp			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2021-06-08,https://researchimpact.uwa.edu.au/research-impact-stories/help-for-kelp/,F0,AG0,"Kelp forests play an important role in the health of our temperate marine environment and in the economy. A team led by Professor Thomas Wernberg, The University of Western Australia, has been instrumental in building recognition of The Great Southern Reef of Australia, an ecosystem of interconnected temperate rocky reefs dominated by kelp forests. Their research has shown how 40-60% of the world’s kelp forests have declined over the past 50 years due to human activity and climatic events such as extreme marine heatwaves. They are now providing novel solutions such as green gravel, helping to rebuild damaged kelp forests around the globe."
Measuring with the highest precision			,Rosanna Marchesani,T0,西澳大学,澳大利亚,2021-02-09,https://researchimpact.uwa.edu.au/research-impact-stories/measuring-with-the-highest-precision/,F0,AG0,"Precision measurement is critical for timing, electromagnetic and radio signals and underpins all measurement technologies. However, all electronics generate ‘noise’, which gets in the way of reading a pure signal."
Comic Book Contracts			,Scott Mitchell,T0,西澳大学,澳大利亚,2020-10-26,https://researchimpact.uwa.edu.au/research-impact-stories/comic-book-contracts/,F0,AG0,"We enter into contracts all the time, without knowing it, but most people will admit to not reading or understanding the fine print. A collaborative team of researchers led by UWA Professor of Law, Camilla Andersen have found an alternative to navigating through paragraphs of legalese. They have created comic book contracts, which include a set of pictures with some text, designed to drive behaviour so that disputes do not arise. This exciting visual direction for legal contracts is also providing industry with time and money savings, whilst providing better access to justice for users."
Getting a grip on offshore pipelines			,Scott Mitchell,T0,西澳大学,澳大利亚,2020-09-22,https://researchimpact.uwa.edu.au/research-impact-stories/getting-grip-offshore-pipeline-design/,F0,AG0,"As offshore gas production facilities are turned on and off, the pipelines connecting the facility to the reservoir expand and contract. The result may be permanent axial movement of the pipeline, which puts stress on the structural members connected to it, and which must be appropriately engineered to avoid compromising the project. One approach to mitigating this pipeline ‘walking’ is the use a pipe-clamping mattress (PCM). Over the last year, the NGCF team have studied the behaviour of PCMs for three different offshore soil types, focusing on their ability to provide high restraint against walking over the operating life of a subsea pipeline. The outcomes of this research are being used in practice, with the objective to reduce cost without compromising performance."
"Hey KIDDO, improve your move!			",Scott Mitchell,T0,西澳大学,澳大利亚,2020-07-13,https://researchimpact.uwa.edu.au/research-impact-stories/hey-kiddo-improve-your-move/,F0,AG0,"Maintaining patterns of regular physical activity and good nutrition are important factors for developing good health in children. However, less than half of WA children are participating in the recommended minimum of 60 minutes of daily exercise. Research from a team at The University of Western Australia has led to the development of the KIDDO program, a platform that provides on-site and online resources and training programs for parents and educators of children, to understand the importance of physical literacy. The program aims to have children ready to move by the start of primary school and moving well and often by the end of primary school."
The surgeon’s sense of touch			,Scott Mitchell,T0,西澳大学,澳大利亚,2020-05-18,https://researchimpact.uwa.edu.au/research-impact-stories/the-surgeons-sense-of-touch/,F0,AG0,"In 20-30% of breast-conserving surgery cases, cancer tissue is left behind, and patients require repeat surgery. This team at The University of Western Australia are developing a high resolution, hand-held device used by surgeons during breast-conserving surgery, to identify tumour tissue and get all the cancer out, the first time. The technology is on its way to improving the safety and reliability of breast conserving surgeries, with better health outcomes for patients and significant cost savings for our health system."
Silk Road diplomacy in the 21st century			,Scott Mitchell,T0,西澳大学,澳大利亚,2020-04-07,https://researchimpact.uwa.edu.au/research-impact-stories/silk-road-diplomacy-in-the-21st-century/,F0,AG0,"Since 2013, China has been ‘reviving’ the invented history of the Silk Road and is remapping international affairs through its Belt and Road Initiative. Whilst many western academics and media focus on the geoeconomic and geopolitical dimensions of the Belt and Road Initiative, Professor Tim Winter from the UWA School of Social Sciences is taking a more cultural and international relations approach. Through his work with UNESCO, Professor Winter is developing a database that will give countries along the Belt and Road insight around issues of development, tourist growth in the region, maintaining cultural heritage and for UNESCO the database will potentially also serve as a platform for world heritage nominations. His work is helping to preserve the material past in countries and locations that desperately need resources and assistance."
From single seed to pure breed			,Scott Mitchell,T0,西澳大学,澳大利亚,2020-02-17,https://researchimpact.uwa.edu.au/research-impact-stories/from-single-seed-to-pure-breed/,F0,AG0,"Pulses and legumes contain about twice the protein found in whole grain cereals and have been shown to reduce the incidence of cancer, diabetes and heart disease. Australia produces around 2.25 million tonnes of pulses annually. However, changes in the production environment such as climate, new pests, water shortages and higher farming costs requires pulse breeders to have better strategies to ensure crops can adapt to changing conditions. Dr Janine Croser and her team at UWA have developed the aSSD platform. The platform speeds the development of pure lines for plant breeders; with improved crop quality, predictability and resilience of offspring in harsh climate conditions for farmers as well as better quality food for consumers. "
The beauty of symmetry			,Scott Mitchell,T0,西澳大学,澳大利亚,2019-11-11,https://researchimpact.uwa.edu.au/research-impact-stories/the-beauty-of-symmetry/,F0,AG0,"Symmetry is everywhere, at every scale. Many problems faced by engineers, scientists and mathematicians use group theory and symmetry to help solve them."
Democracy and divided societies			,Scott Mitchell,T0,西澳大学,澳大利亚,2019-09-12,https://researchimpact.uwa.edu.au/research-impact-stories/democracy-and-divided-societies/,F0,AG0,"The spread of democratic governance is central to the promotion of peace and in upholding stable global and regional relations. Professor Benjamin Reilly is an internationally recognised political scientist at The University of Western Australia whose research focuses on democracies in the Indo-Pacific region. His work on democratic governance, political development, electoral system design, and party politics in post-conflict environments has helped shape political and electoral reform in new and emerging democracies, and he also advises governments on these issues."
"Stay well, play well			",Scott Mitchell,T0,西澳大学,澳大利亚,2019-06-19,https://researchimpact.uwa.edu.au/research-impact-stories/stay-well-play-well/,F0,AG0,"Most musicians ensure their musical instrument is kept in perfect condition, but do not look after their own physical and mental performance health in the same way. Sound Performers has been developed by an interdisciplinary team led by Suzanne Wijsman at The University of Western Australia and Bronwen Ackermann at the University of Sydney. Sound Performers is a globally accessible online tool to help teachers educate musicians at all stages about their occupational health, and optimise their performance through healthy practice."
MRI measurement of Liver Iron Concentration			,Scott Mitchell,T0,西澳大学,澳大利亚,2019-04-07,https://researchimpact.uwa.edu.au/research-impact-stories/mri-measurement-of-liver-iron-concentration/,F0,AG0,"Liver biopsies are invasive, risky and painful. An MRI based non-invasive technology has replaced liver biopsies in patients requiring repeated measurement of the concentration of iron in their liver. The non-invasive procedure developed from The University of Western Australia’s (UWA) research is associated with almost no risk to the patient while the invasive procedure is associated with risks of significant pain, bleeding, bile leak, and death. To date, over 45,000 patient measurements have been made using the new non-invasive method which has been incorporated into clinical guidelines for the management of diseases such as thalassaemia."
Research,,T0,法国巴斯德研究所,法国,2025-03-05,https://www.pasteur.fr/en/research-journal/news/when-bacterial-dna-invades-cells-does-it-have-code-adapt-its-new-environment,F0,AG0,"A team from the Institut Pasteur used a combination of molecular biology, genomics and artificial chromosomes, aided by..."
Research,,T0,法国巴斯德研究所,法国,2025-03-05,https://www.pasteur.fr/en/research-journal/news/how-immune-system-regulates-breast-milk-production,F0,AG0,The maternal immune system regulates lactation by differentiating the mammary glands during pregnancy. A specific...
Research,,T0,法国巴斯德研究所,法国,2025-02-25,https://www.pasteur.fr/en/research-journal/news/nanotubes-proof-their-existence-vivo-zebrafish,F0,AG0,"Nanotubes have been observed for the first time in a living organism.(1) This discovery, made by an Institut Pasteur..."
Department,,T0,法国巴斯德研究所,法国,2025-02-10,https://www.pasteur.fr/en/research-journal/news/women-scientists-inspiring-faces-research-institut-pasteur,F0,AG0,The International Day of Women and Girls in Science 2025 is an opportunity to shine the spotlight on committed and...
Listeria virulence: the key role of gene expression,,T0,法国巴斯德研究所,法国,2025-01-17,https://www.pasteur.fr/en/home/research-journal/news/listeria-virulence-key-role-gene-expression,F0,AG0,"The bacterium Listeria monocytogenes can be pathogenic to humans and cause listeriosis, a potentially fatal infection...."
Paratyphoid B fever: tracing the history of the disease to improve surveillance,,T0,法国巴斯德研究所,法国,2024-12-19,https://www.pasteur.fr/en/research-journal/news/paratyphoid-b-fever-tracing-history-disease-improve-surveillance,F0,AG0,"Paratyphoid B fever is caused by pathogenic bacteria of the species Salmonella enterica, serotype Paratyphi B. In..."
Does vaccination reduce the virulence of the bacteria responsible for whooping cough?,,T0,法国巴斯德研究所,法国,2024-12-17,https://www.pasteur.fr/en/research-journal/news/does-vaccination-reduce-virulence-bacteria-responsible-whooping-cough,F0,AG0,"Following an analysis of bacterial samples from infants with whooping cough, scientists from the National Reference..."
Microbiota tailored skin humoral immunity and its potential for the development of novel vaccinal approaches,,T0,法国巴斯德研究所,法国,2024-12-16,https://www.pasteur.fr/en/home/research-journal/news/microbiota-tailored-skin-humoral-immunity-and-its-potential-development-novel-vaccinal-approaches,F0,AG0,"Scientists have just made two major discoveries about a harmless bacterium, Staphylococcus epidermidis, present on our..."
"Lessons learned from the COVID-19 crisis: improving protection through early response, rapid tracking and impact monitoring",,T0,法国巴斯德研究所,法国,2024-12-09,https://www.pasteur.fr/en/home/research-journal/news/lessons-learned-covid-19-crisis-improving-protection-through-early-response-rapid-tracking-and,F0,AG0,Scientific experts from 13 Western European countries have recently completed a review of key lessons learned from the...
The essential role of the gene Nr5a2 in embryogenesis,,T0,法国巴斯德研究所,法国,2024-12-03,https://www.pasteur.fr/en/research-journal/news/essential-role-gene-nr5a2-embryogenesis,F0,AG0,Scientists have elucidated the role of the gene Nr5a2 in the first stages of embryonic development in mammals. This...
"Anesthesia: resuscitating patients within minutes, regardless of the NMBA used",,T0,法国巴斯德研究所,法国,2024-11-29,https://www.pasteur.fr/en/research-journal/news/anesthesia-resuscitating-patients-within-minutes-regardless-nmba-used,F0,AG0,"The neuromuscular blockade reversal agents, capable of reversing the effect of neuromuscular blocking agents (NMBAs) at..."
"Waste: at the Institut Pasteur, nothing is lost, everything is transformed",,T0,法国巴斯德研究所,法国,2024-11-21,https://www.pasteur.fr/en/home/research-journal/news/waste-institut-pasteur-nothing-lost-everything-transformed,F0,AG0,This year's European Week for Waste Reduction runs from November 16 to 24. This is an opportunity to highlight the...
Innovation,,T0,法国巴斯德研究所,法国,2024-11-04,https://www.pasteur.fr/en/research-journal/news/novel-method-producing-dna-based-therapies,F0,AG0,Scientists have combined enzyme and chemical techniques to develop an innovative method for producing synthetic DNA...
"Talent Award: Claire Sangba-Kembi-Ngounou, 2024 winner",,T0,法国巴斯德研究所,法国,2024-10-23,https://www.pasteur.fr/en/institut-pasteur/institut-pasteur-throughout-world/news-international/talent-award-claire-sangba-kembi-ngounou-2024-winner,F0,AG0,"Dr. Claire Sangba-Kembi-Ngounou, entomologist at the Institut Pasteur in Bangui (Central African Republic), receives..."
Innovation,,T0,法国巴斯德研究所,法国,2024-10-08,https://www.pasteur.fr/en/innovation/news/news-innovation/can-lymphoid-organs-chip-be-used-evaluate-effectiveness-booster-vaccines,F0,AG0,"Researchers at the Institut Pasteur, a Carnot-labeled institute, have developed an innovative technology: ""lymphoid..."
Epidemiological news,,T0,法国巴斯德研究所,法国,2024-09-18,https://www.pasteur.fr/en/research-journal/news/whooping-cough-how-do-we-explain-its-resurgence-2024-france,F0,AG0,"In a study coordinated by the Institut Pasteur, scientists describe the dynamics of the whooping cough epidemic in 2024..."
institutional,,T0,法国巴斯德研究所,法国,2024-09-05,https://www.pasteur.fr/en/research-journal/news/european-heritage-days-institut-pasteur-opens-its-doors,F0,AG0,"The Institut Pasteur is taking part in European Heritage Days 2024, with two afternoons of tours on Saturday September..."
Research,,T0,法国巴斯德研究所,法国,2024-09-05,https://www.pasteur.fr/en/research-journal/news/pneumococci-can-have-lasting-impact-cells,F0,AG0,"A recent study has demonstrated that pneumococci bring about a lasting change in a protein related to DNA, influencing..."
"Paris 2024: ready, set, go for the Institut Pasteur's volunteers involved in the Games!",,T0,法国巴斯德研究所,法国,2024-07-30,https://www.pasteur.fr/en/research-journal/news/paris-2024-ready-set-go-institut-pasteur-s-volunteers-involved-games,F0,AG0,"Throughout this special Paris Games, we are pleased to present some of the Institut Pasteur staff who are playing a..."
Xavier Carré: volunteer with the Red Cross at Paris Games 2024,,T0,法国巴斯德研究所,法国,2024-07-25,https://www.pasteur.fr/en/home/research-journal/portraits/xavier-carre-volunteer-red-cross-paris-games-2024,F0,AG0,"Throughout this special Paris Games, we are pleased to present some of the Institut Pasteur staff who are playing a..."
Remembering Joan Dye Gussow: Pioneer of Local Food Movement,,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/03/remembering-joan-dye-gussow-pioneer-of-local-food-movement/,F0,AG0,"Joan Dye Gussow, a nutrition pioneer and local food advocate, shaped the sustainable food movement with her groundbreaking work and lifelong passion."
"With 80+ Speakers, Join Us in Bringing Food to the Forefront of Big Conversations at SXSW",,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/03/join-us-in-bringing-food-to-the-forefront-of-big-conversations-at-sxsw/,F0,AG0,"Food Tank’s “All Things Food” Summit at SXSW will feature fireside chats, expert panels, interactive chef-curated tastings, music performances, and film screenings."
The Ripple Effects of Federal Grant Freezes: Small Business Owners Share Their Stories,,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/03/the-ripple-effects-of-federal-grant-freezes-small-business-owners-share-their-stories/,F0,AG0,"For small business owners, the impact of federal grant freezes could be devastating."
Op-Ed | Don’t Bite the Hand that Feeds You: Why the Food Movement Should Fight for Undocumented Communities,,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/02/op-ed-dont-bite-the-hand-that-feeds-you/,F0,AG0,"The U.S. food system, from farms to processing to grocery and restaurant work, depends on undocumented workers."
Op-Ed | India Must Redesign its Agriculture Based on Regenerative Farming,,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/02/op-ed-india-must-redesign-its-agriculture-based-on-regenerative-farming/,F0,AG0,"India’s farmlands are losing soil health and productivity—regenerative farming offers a way to restore nature, secure food supplies, and build a sustainable future."
FAO Brief: How Forests Can Transform Food Systems,,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/02/fao-brief-how-forests-can-transform-food-systems/,F0,AG0,"A recent brief from the U.N. Food and Agriculture Organization (FAO) highlights the critical role of forests and wild foods in transforming food systems. If current trends persist, the brief warns, the degradation of forest food systems will continue to…"
"In Parched Zimbabwe, Small-Scale Farmers Turn to Traditional Crops",,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/02/in-parched-zimbabwe-small-scale-farmers-turn-to-traditional-crops/,F0,AG0,Severe droughts are pushing Zimbabwe farmers back to traditional crops like millet and sorghum.
It’s Not Too Late to Protect Blue Food Systems,,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/02/its-not-too-late-to-protect-blue-food-systems/,F0,AG0,"Blue food systems are at a crucial tipping point, but it’s not too late to make sustainability the norm. "
"USDA, FDA Seek Information on Importance of Standardized Food Date Labeling",,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/02/usda-fda-seek-information-on-importance-of-standardized-food-date-labeling/,F0,AG0,A new toolkit is helping eaters voice their support for standardized food date labels. 
Protecting Vulnerable Workers: Why H-2A Visa Protections Fall Short,,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/02/protecting-vulnerable-workers-why-h-2a-visa-protections-fall-short/,F0,AG0,H-2A workers play a vital role in U.S agriculture but remain uniquely vulnerable to workplace abuses.
Over US$489 Million Worth of Food Assistance Stalled Due to USAID Freeze,,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/02/over-us489-million-worth-of-food-assistance-stalled-due-to-usaid-freeze/,F0,AG0,Nearly 500 million dollars of food is stuck in transit due to the U.S. foreign aid freeze.
We’re Ignoring a Major Public Health Crisis—Farmer Mental Health,,T0,非政府组织,,2025-03-14,https://foodtank.com/news/2025/02/were-ignoring-a-major-public-health-crisis-farmer-mental-health/,F0,AG0,"Major mental health organizations across the U.S. have support programs designed to address rural and agricultural health, but few focus specifically on farmer mental health."
